,Returns,Time,Open,High,Low,Close,Volume,Returns_Last,HL_last,HL_minis_last1,HL_minis_last2,HL_minis_last3,HL_minis_combo1,HL_minis_combo2,volume_last1,volume_last2,volume_last3,volume_combo1,volume_combo2,consecutive_up,consecutive_down,add_up,add_down,consecutive_up_volume,consecutive_down_volume,add_up_volume,add_down_volume,minutes_past_midnight
0,0.008962928119698788,2020-01-03 07:30:00,0.0020215,0.0020511,0.002,0.0020397,83068832.0,0.006252501512721942,0.043829016239475216,0.14590167052428082,0.10965171341268132,0.05104856900600474,0.25555338393696214,0.3066019529429669,151187230.0,84526256.0,18295780.0,235713486.0,254009266.0,3,0,0.024245417817486903,0.0,0,2,0.0,-6771883.0,450
1,0.0027409346120776945,2020-01-04 00:10:00,0.0020403,0.0021035,0.002015,0.0020459,85878700.0,0.008962928119698788,0.025229054045775356,0.09358962241583324,0.14590167052428082,0.10965171341268132,0.23949129294011406,0.3491430063527954,83068832.0,151187230.0,84526256.0,234256062.0,318782318.0,4,0,0.011736992414146385,0.0,3,0,16283365.0,0.0,10
2,0.009147146929053385,2020-01-04 16:50:00,0.0020459,0.0020833,0.0020361,0.0020647,50279701.0,0.0027409346120776945,0.042983428649791655,0.1407076549923536,0.09358962241583324,0.14590167052428082,0.23429727740818684,0.38019894793246767,85878700.0,83068832.0,151187230.0,168947532.0,320134762.0,0,5,0.0,-0.008081048747055952,0,3,0.0,-7441305.0,1010
3,0.019330529725648304,2020-01-05 09:30:00,0.0020647,0.0021067,0.0020501,0.002105,41164685.0,0.009147146929053385,0.022916961556513904,0.09366782253445294,0.1407076549923536,0.09358962241583324,0.23437547752680654,0.3279650999426398,50279701.0,85878700.0,83068832.0,136158401.0,219227233.0,0,2,0.0,-0.002611977880474292,0,2,0.0,-3674844.0,570
4,0.0011864367953187127,2020-01-06 02:10:00,0.0021059,0.0021293,0.0020864,0.0021084,76020992.0,0.019330529725648304,0.027234169701895183,0.07336626747701214,0.09366782253445294,0.1407076549923536,0.16703409001146508,0.3077417450038187,41164685.0,50279701.0,85878700.0,91444386.0,177323086.0,3,0,0.023058270021146576,0.0,2,0,1696722.0,0.0,130
5,0.024530152479773193,2020-01-06 18:50:00,0.002102,0.0021625,0.0020915,0.0021542,58146419.0,0.0011864367953187127,0.02035319446001882,0.08579565020879265,0.07336626747701214,0.09366782253445294,0.1591619176858048,0.2528297402202577,76020992.0,41164685.0,50279701.0,117185677.0,167465378.0,0,2,0.0,-0.0007585814890607168,0,3,0.0,-12660615.0,1130
6,0.018393014378442096,2020-01-07 11:30:00,0.0021548,0.00222,0.0020777,0.0021948,152576498.0,0.024530152479773193,0.03338344792378134,0.10602975716397278,0.08579565020879265,0.07336626747701214,0.19182540737276543,0.26519167484977757,58146419.0,76020992.0,41164685.0,134167411.0,175332096.0,2,0,0.012189862078043845,0.0,2,0,1181249.0,0.0,690
7,-0.05194576660866623,2020-01-08 04:10:00,0.0021948,0.0022263,0.0020701,0.0020837,133651579.0,0.018393014378442096,0.066245683215584,0.20029430666393822,0.10602975716397278,0.08579565020879265,0.306324063827911,0.39211971403670365,152576498.0,58146419.0,76020992.0,210722917.0,286743909.0,2,0,0.00933816178794089,0.0,0,2,0.0,-15724455.0,250
8,0.02343357956470271,2020-01-08 20:50:00,0.0020877,0.0021391,0.0020642,0.0021372,56059989.0,-0.05194576660866623,0.07274409937288961,0.14546181846104034,0.20029430666393822,0.10602975716397278,0.34575612512497855,0.45178588228895133,133651579.0,152576498.0,58146419.0,286228077.0,344374496.0,0,2,0.0,-0.014436727854028497,2,0,3980685.0,0.0,1250
9,-0.009591046722925434,2020-01-09 13:30:00,0.0021372,0.0021633,0.0021106,0.0021168,56638504.0,0.02343357956470271,0.035642437675926786,0.12365181420170224,0.14546181846104034,0.20029430666393822,0.2691136326627426,0.4694079393266808,56059989.0,133651579.0,152576498.0,189711568.0,342288066.0,3,0,0.024470947082316563,0.0,0,2,0.0,-4200050.0,810
10,0.02831783853650993,2020-01-10 06:10:00,0.0021168,0.0021957,0.0020983,0.0021776,197793075.0,-0.009591046722925434,0.02466256635383335,0.09761062656292996,0.12365181420170224,0.14546181846104034,0.2212624407646322,0.36672425922567253,56638504.0,56059989.0,133651579.0,112698493.0,246350072.0,0,4,0.0,-0.01043334328046086,0,2,0.0,-5160145.0,370
11,0.005130330523382298,2020-01-10 22:50:00,0.0021775,0.002225,0.0021698,0.0021887,71021961.0,0.02831783853650993,0.04537340921464228,0.13026488279706516,0.09761062656292996,0.12365181420170224,0.22787550935999512,0.35152732356169736,197793075.0,56638504.0,56059989.0,254431579.0,310491568.0,0,2,0.0,-0.006499771132090437,2,0,766661.0,0.0,1370
12,-0.002424465403870535,2020-01-11 15:30:00,0.0021887,0.0022188,0.002155,0.0021834,49141708.0,0.005130330523382298,0.02512191821199039,0.10095836140566572,0.13026488279706516,0.09761062656292996,0.23122324420273088,0.32883387076566084,71021961.0,197793075.0,56638504.0,268815036.0,325453540.0,0,2,0.0,-0.0010503003454269688,0,2,0.0,-763001.0,930
13,0.005389863685397067,2020-01-12 08:10:00,0.0021834,0.0022133,0.0021834,0.0021952,28664406.0,-0.002424465403870535,0.029175785643230867,0.09004216244317309,0.10095836140566572,0.13026488279706516,0.1910005238488388,0.321265406645904,49141708.0,71021961.0,197793075.0,120163669.0,317956744.0,0,2,0.0,-0.007028462140335812,3,0,3231153.0,0.0,490
14,-0.007636591974069518,2020-01-13 00:50:00,0.0021952,0.0022049,0.0021702,0.0021785,37881609.0,0.005389863685397067,0.013601319601829864,0.0694970009110909,0.09004216244317309,0.10095836140566572,0.159539163354264,0.2604975247599297,28664406.0,49141708.0,71021961.0,77806114.0,148828075.0,0,2,0.0,-0.006628855147508439,3,0,1508995.0,0.0,50
15,0.008911289406070111,2020-01-13 17:30:00,0.0021785,0.0022205,0.0021652,0.002198,113001338.0,-0.007636591974069518,0.015862827192507645,0.06272193163764683,0.0694970009110909,0.09004216244317309,0.13221893254873773,0.22226109499191082,37881609.0,28664406.0,49141708.0,66546015.0,115687723.0,0,4,0.0,-0.007135373090407349,0,3,0.0,-5896651.0,1050
16,0.08792088137246967,2020-01-14 10:10:00,0.002198,0.002408,0.0021935,0.0024,258696196.0,0.008911289406070111,0.02521965980933416,0.09970356476667153,0.06272193163764683,0.0694970009110909,0.16242549640431836,0.23192249731540926,113001338.0,37881609.0,28664406.0,150882947.0,179547353.0,0,2,0.0,-0.007704547515668736,2,0,6047991.0,0.0,610
17,0.011144493254667154,2020-01-15 02:50:00,0.0023914,0.0024913,0.0023204,0.0024182,161997581.0,0.08792088137246967,0.09329808582244326,0.24575236665599576,0.09970356476667153,0.06272193163764683,0.3454559314226673,0.4081778630603141,258696196.0,113001338.0,37881609.0,371697534.0,409579143.0,4,0,0.02485651206745043,0.0,0,2,0.0,-11297299.0,170
